ticket_id,ticket_text,category,priority,created_at,resolution_time_hours,resolved_at,cleaned_text
TKT-2977,"escalating this - antivirus quarantined Zoom exe, need it whitelisted",Software,Critical,2024-03-05 20:46:00,6.58,2024-03-06 03:20:47.999999999,escal antiviru quarantin zoom exe need whitelist
TKT-0408,right lcick context enu extremely slow to appear on desktop,Software,Critical,2024-03-23 03:32:00,12.54,2024-03-23 16:04:24.000000000,right lcick context enu extrem slow appear desktop
TKT-0860,"low priority - password reset email not arriving, already checked spam",Access/Login,Low,2024-02-22 22:52:00,15.67,2024-02-23 14:32:12.000000000,low prioriti password reset email arriv alreadi check spam
TKT-3964,"role changed to HR manager, need additional permissions in Confluence",Access/Login,Medium,2024-01-31 16:34:00,6.67,2024-01-31 23:14:12.000000000,role chang hr manag need addit permiss confluenc
TKT-0832,"office phone handset not working, no dial tone",Hardware,Low,2024-02-26 14:12:00,67.23,2024-02-29 09:25:48.000000000,offic phone handset work dial tone
TKT-0437,"no rush but replication lag between primary and standby on FSRV-02 is 50 mins, kindly resolve this",Database,Low,2024-01-18 12:32:00,58.15,2024-01-20 22:41:00.000000000,rush replic lag primari standbi fsrv num num min kindli resolv
TKT-0195,"account auto-locking every morning, happens around 9 am daily",Access/Login,Low,2024-01-21 16:47:00,7.71,2024-01-22 00:29:36.000000000,account auto lock everi morn happen around num daili
TKT-3311,critical issue - contractor needs access to ERP extended by 30 weeks,Access/Login,Critical,2024-04-01 06:00:00,1.63,2024-04-01 07:37:48.000000000,critic issu contractor need access erp extend num week
TKT-2875,"whenever you get a chance, word document not saving, losing work repeatedly, please help assap",Software,Low,2024-01-17 16:15:00,56.59,2024-01-20 00:50:24.000000000,whenev get chanc word document save lose work repeatedli pleas help assap
TKT-1384,"role changed to marketing manager, need additional permissions in Confluence",Access/Login,Medium,2024-04-06 09:01:00,7.49,2024-04-06 16:30:24.000000000,role chang market manag need addit permiss confluenc
TKT-1247,calculator and snipping tool missing after windows 11 upgrade,Software,Low,2024-03-02 17:18:00,45.79,2024-03-04 15:05:24.000000000,calcul snip tool miss window num upgrad
TKT-0192,"our entire team - desktop fan very lou,d machine shutting down due to heat",Hardware,Low,2024-01-29 12:19:00,33.51,2024-01-30 21:49:36.000000000,entir team desktop fan lou machin shut due heat
TKT-0336,my workstation - locked out of my account after 15 failed attempts since the reboot,Access/Login,Low,2024-03-03 09:16:00,7.38,2024-03-03 16:38:48.000000000,workstat lock account num fail attempt sinc reboot
TKT-3886,scanner in wing B not detected after driver update,Hardware,Medium,2024-01-10 13:33:00,24.55,2024-01-11 14:06:00.000000000,scanner wing detect driver updat
TKT-0383,my laptop - emails taking 80 hours to deliver even within the comppany,Email,Low,2024-03-18 09:06:00,12.64,2024-03-18 21:44:24.000000000,laptop email take num hour deliv even within comppani
TKT-3299,whole team blocked - replication lag between primary and standby on SRV-DB01 is 2 mins,Database,High,2024-02-19 16:59:00,20.12,2024-02-20 13:06:12.000000000,whole team block replic lag primari standbi srv db01 num min
TKT-3709,"ethernet port on laptop loose, cable keeps falling out, please look into it",Hardware,Low,2024-02-15 20:50:00,34.01,2024-02-17 06:50:36.000000000,ethernet port laptop loos cabl keep fall pleas look
TKT-2754,"excel file says corrupted and wont open, need data urgently, need this fixed today",Software,High,2024-01-15 08:03:00,18.84,2024-01-16 02:53:24.000000000,excel file say corrupt wont open need data urgent need fix today
TKT-2188,sql query timing out after 20 seconds on WEBSVR-02,Database,Medium,2024-02-28 16:31:00,39.8,2024-03-01 08:19:00.000000000,sql queri time num second websvr num
TKT-3464,"outlook extremely slow when opening, takes 50 minutes to load",Email,Medium,2024-02-02 11:39:00,9.21,2024-02-02 20:51:36.000000000,outlook extrem slow open take num minut load
TKT-0060,need shared drive \\APPSRV-03\Finance access for procurement project,Access/Login,Medium,2024-01-17 09:31:00,11.78,2024-01-17 21:17:48.000000000,need share drive appsrv num financ access procur project
TKT-1834,"laptop charger cable fraying, worried it will stop working",Hardware,Low,2024-01-23 12:32:00,42.49,2024-01-25 07:01:24.000000000,laptop charger cabl fray worri stop work
TKT-2917,"desktop fan very loud, machine shutting down due to heat, ayn help appreciated",Hardware,Low,2024-01-29 14:59:00,67.62,2024-02-01 10:36:12.000000000,desktop fan loud machin shut due heat ayn help appreci
TKT-2113,shared mailbox for procurement not loading in outlook,Email,Medium,2024-01-23 10:00:00,23.04,2024-01-24 09:02:24.000000000,share mailbox procur load outlook
TKT-0306,"all users in wing C - inbox rules stopped working, emails laning in wrng folders",Email,Medium,2024-02-18 15:22:00,10.5,2024-02-19 01:52:00.000000000,user wing inbox rule stop work email lane wrng folder
TKT-3804,"several users on my floor - wifi keeps dropping every 3 minutes, very annoying",Network,Medium,2024-01-23 10:15:00,13.54,2024-01-23 23:47:24.000000000,sever user floor wifi keep drop everi num minut annoy
TKT-1222,"global address list not showing new employees added this week, already raised tihs verbally",Email,Medium,2024-01-26 14:29:00,26.81,2024-01-27 17:17:36.000000000,global address list show new employe ad week alreadi rais tih verbal
TKT-3674,"nosql cache out of sync with HR_DB, stale data being served",Database,Medium,2024-02-07 05:13:00,22.16,2024-02-08 03:22:36.000000000,nosql cach sync hr db stale data serv
TKT-0804,need to restore HR_DB to yesterday point in time for data issue,Database,Medium,2024-02-29 18:55:00,55.86,2024-03-03 02:46:36.000000000,need restor hr db yesterday point time data issu
TKT-0948,"projector in reception area not dispplaying, important presentation in 5 mins",Hardware,Medium,2024-03-24 16:24:00,7.43,2024-03-24 23:49:48.000000000,projector recept area dispplay import present num min
TKT-2503,"my laptop - vpn client installer not working on windows 11, error 401",Network,Medium,2024-04-02 05:40:00,17.96,2024-04-02 23:37:36.000000000,laptop vpn client instal work window num error num
TKT-3753,my workstation - sso login to ERP failing with error 401,Access/Login,Low,2024-02-17 09:31:00,11.18,2024-02-17 20:41:48.000000000,workstat sso login erp fail error num
TKT-2787,proxy settings blocking internal site on new laptop,Network,Medium,2024-03-09 15:13:00,12.05,2024-03-10 03:16:00.000000000,proxi set block intern site new laptop
TKT-2086,"cannot work at all, need shared drive \\APPSRV-03\Invoices access for audit project, need this fixed today",Access/Login,High,2024-01-30 16:47:00,5.46,2024-01-30 22:14:36.000000000,cannot work need share drive appsrv num invoic access audit project need fix today
TKT-1877,distribution list ops not deliverig to all members,Email,Medium,2024-01-31 08:32:00,21.42,2024-02-01 05:57:12.000000000,distribut list op deliverig member
TKT-1343,"need temporary local admin rights to install Chrome, pleaase help assap",Access/Login,Low,2024-02-19 21:27:00,14.3,2024-02-20 11:45:00.000000000,need temporari local admin right instal chrome pleaas help assap
TKT-0891,"network share \\FSRV-02\Reports giving access denied to ops team, kindly resolve this",Network,Low,2024-02-06 15:27:00,12.9,2024-02-07 04:21:00.000000000,network share fsrv num report give access deni op team kindli resolv
TKT-1987,"the new joiner - hard drive making clicking noise, afraid of losing data",Hardware,Medium,2024-01-30 12:02:00,25.98,2024-01-31 14:00:48.000000000,new joiner hard drive make click nois afraid lose data
TKT-1181,"i - internet speed xetremely sloow in reception area, file uploads not completing",Network,Medium,2024-03-15 07:37:00,7.08,2024-03-15 14:41:48.000000000,internet speed xetrem sloow recept area file upload complet
TKT-1510,"urgent - Excel crashes immediately on startup, reinstalling didnt help",Software,High,2024-03-14 11:50:00,18.98,2024-03-15 06:48:48.000000000,urgent excel crash immedi startup reinstal didnt help
TKT-2712,need blk access provisioning for 2 new joiners in HR team,Access/Login,Medium,2024-01-29 17:40:00,10.61,2024-01-30 04:16:36.000000000,need blk access provis num new joiner hr team
TKT-2077,"whenever you get a chance, sso login to Jira failing with error ERR_CONNECTION_RESET",Access/Login,Low,2024-04-04 09:24:00,11.84,2024-04-04 21:14:24.000000000,whenev get chanc sso login jira fail error err connect reset
TKT-0009,"production is down - chrome not launching at all, task manager shows it running, tried restarting but no luck",Software,High,2024-01-18 17:57:00,17.88,2024-01-19 11:49:48.000000000,product chrome launch task manag show run tri restart luck
TKT-1023,"need access to Confluence for audit team, approved by manager, kindly resolve this",Access/Login,Low,2024-04-06 02:12:00,14.14,2024-04-06 16:20:24.000000000,need access confluenc audit team approv manag kindli resolv
TKT-0500,"produtcion is down - site-to-site vpn tunnel keeps dropping, production systems unreachable, kindly resolve this",Network,High,2024-02-22 12:20:00,3.3,2024-02-22 15:38:00.000000000,produtcion site site vpn tunnel keep drop product system unreach kindli resolv
TKT-0654,escalating this - our entire team - global address list not showing new employees added this wek,Email,High,2024-01-29 09:30:00,5.14,2024-01-29 14:38:24.000000000,escal entir team global address list show new employe ad wek
TKT-1918,"i and my manager - production ARCHIVE_DB at 15 percent cpu, application is crawling",Database,Low,2024-03-12 13:14:00,108.51,2024-03-17 01:44:36.000000000,manag product archiv db num percent cpu applic crawl
TKT-2088,"escalating this - zoom freezes after 50 minutes on video calls, already raised this verbally",Software,High,2024-02-07 12:11:00,14.93,2024-02-08 03:06:48.000000000,escal zoom freez num minut video call alreadi rais verbal
TKT-3507,"cannot work at all, our entire team - front usb ports on desktop not working at all, this is blocking my work",Hardware,High,2024-02-20 17:04:00,11.16,2024-02-21 04:13:36.000000000,cannot work entir team front usb port desktop work block work
TKT-2315,"laptop hinge is broken, screen wobbles during calls",Hardware,Low,2024-02-07 17:44:00,43.9,2024-02-09 13:38:00.000000000,laptop hing broken screen wobbl call
TKT-2472,"at your convenience, everyone in the finance department - account auto-locking every morning, happens around 9 am daily, this is blocking my work",Access/Login,Low,2024-03-25 14:24:00,10.09,2024-03-26 00:29:24.000000000,conveni everyon financ depart account auto lock everi morn happen around num daili block work
TKT-2072,"everyone affected - or entire team - onedrive not syncing, files stuck in pending after the windows patch, this is blocking my wok",Software,Critical,2024-02-16 23:53:00,5.13,2024-02-17 05:00:48.000000000,everyon affect entir team onedr sync file stuck pend window patch block wok
TKT-0905,"i - front usb ports on desktop not working at all, please hhelp asap",Hardware,Low,2024-04-02 14:44:00,28.07,2024-04-03 18:48:12.000000000,front usb port desktop work pleas hhelp asap
TKT-3043,AutoCAD using 99 percent cpu making laptop uusable,Software,Medium,2024-03-16 15:43:00,25.22,2024-03-17 16:56:12.000000000,autocad use num percent cpu make laptop uusabl
TKT-2880,start menu search not working after cumulative update,Software,Medium,2024-01-08 02:31:00,42.19,2024-01-09 20:42:24.000000000,start menu search work cumul updat
TKT-2441,my laptop - meeting invites showing wrong time zone for recipients,Email,Medium,2024-04-06 16:02:00,16.46,2024-04-07 08:29:36.000000000,laptop meet invit show wrong time zone recipi
TKT-2527,"wifi keeps dropping every 30 minutes, very annoying",Network,Medium,2024-03-29 22:10:00,11.67,2024-03-30 09:50:12.000000000,wifi keep drop everi num minut annoy
TKT-1551,"critical issue - need shared drive \\FSRV-02\HR access for ops project, please escalate if needed",Access/Login,High,2024-01-19 08:01:00,2.14,2024-01-19 10:09:24.000000000,critic issu need share drive fsrv num hr access op project pleas escal need
TKT-1199,i and my manger - user Divya not able to access Pojects after folder permission change,Access/Login,Medium,2024-02-02 13:09:00,14.49,2024-02-03 03:38:24.000000000,manger user divya abl access poject folder permiss chang
TKT-1145,outlook keepps crashing when i open attachments since this morning,Software,Low,2024-02-13 15:06:00,54.31,2024-02-15 21:24:36.000000000,outlook keepp crash open attach sinc morn
TKT-1062,"password reset email not arriving, already checked spam, please look into it",Access/Login,Low,2024-03-02 16:35:00,21.47,2024-03-03 14:03:12.000000000,password reset email arriv alreadi check spam pleas look
TKT-2619,"my workstation - pdf files not openig with aobe, asks to associate every time",Software,Medium,2024-03-21 12:19:00,26.44,2024-03-22 14:45:24.000000000,workstat pdf file openig aob ask associ everi time
TKT-0431,"our entire etam - load balancer marking SRV-DB01 as down, half the application is broken, already raised this verbally",Network,Medium,2024-03-31 14:29:00,7.91,2024-03-31 22:23:36.000000000,entir etam load balanc mark srv db01 half applic broken alreadi rais verbal
TKT-2371,privileged access request for SRV-01 for weeeknd maintenance,Access/Login,Medium,2024-02-18 14:24:00,5.15,2024-02-18 19:33:00.000000000,privileg access request srv num weeeknd mainten
TKT-0872,"onedrive not syncing, files stuck in pending since the power cut yesterday, need this fixed today",Software,Medium,2024-01-09 10:21:00,24.06,2024-01-10 10:24:36.000000000,onedr sync file stuck pend sinc power cut yesterday need fix today
TKT-3115,"all useers in wing east - cannot access old archiveed emails, search returns nothing",Email,Medium,2024-02-17 10:28:00,17.95,2024-02-18 04:25:00.000000000,useer wing east cannot access old archive email search return noth
TKT-2993,"several users on my floor - laptop charger cable fraying, worried it will stop working",Hardware,Medium,2024-02-04 19:54:00,23.44,2024-02-05 19:20:24.000000000,sever user floor laptop charger cabl fray worri stop work
TKT-0525,"load balancer marking FSRV-02 as down, half the application is broken",Network,Medium,2024-01-17 18:48:00,21.04,2024-01-18 15:50:24.000000000,load balanc mark fsrv num half applic broken
TKT-2612,"everyone affected - desktop fan very loud, machine shutting down due to heat, kindly resolve this",Hardware,High,2024-03-21 01:30:00,16.68,2024-03-21 18:10:48.000000000,everyon affect desktop fan loud machin shut due heat kindli resolv
TKT-3844,my laptop - proxy settings blocking internal site on new laptop,Network,Medium,2024-03-02 13:18:00,25.16,2024-03-03 14:27:36.000000000,laptop proxi set block intern site new laptop
TKT-3833,"internet is completely down in reception area, 80 users affected please help",Network,Medium,2024-02-13 12:37:00,11.18,2024-02-13 23:47:48.000000000,internet complet recept area num user affect pleas help
TKT-1525,"me and two colleagues - role changed to marketing manager, need additional permissions in Zoho",Access/Login,Medium,2024-03-11 13:44:00,6.75,2024-03-11 20:29:00.000000000,two colleagu role chang market manag need addit permiss zoho
TKT-3116,"ram seems low, machine very sloow when opening 5 tabs",Hardware,Medium,2024-03-04 15:20:00,32.38,2024-03-05 23:42:48.000000000,ram seem low machin sloow open num tab
TKT-1927,"internet speed extremely slow in conference room A, file uploads not completing",Network,Medium,2024-02-07 17:53:00,9.5,2024-02-08 03:23:00.000000000,internet speed extrem slow confer room file upload complet
TKT-0206,"machine boots into safe mode randomly, very slow to use",Software,Low,2024-01-28 14:43:00,52.96,2024-01-30 19:40:36.000000000,machin boot safe mode randomli slow use
TKT-3454,"whenever you get a chance, windows update stuck at 80 percent for 80 hours now, tried restarting ubt no luck",Software,Low,2024-01-10 03:06:00,72.06,2024-01-13 03:09:36.000000000,whenev get chanc window updat stuck num percent num hour tri restart ubt luck
TKT-0742,"critical issue - locked out of my account after 50 failed attempts suddenly ttoday, already raised this verbally",Access/Login,High,2024-01-17 00:00:00,6.43,2024-01-17 06:25:48.000000000,critic issu lock account num fail attempt suddenli ttoday alreadi rais verbal
TKT-0247,everyone in the finance department - calculator nad snipping tool missing after windows 11 upgrade,Software,Medium,2024-03-01 22:16:00,23.22,2024-03-02 21:29:12.000000000,everyon financ depart calcul nad snip tool miss window num upgrad
TKT-3082,calculator and snipping tool missing after windows 11 upgrade,Software,Medium,2024-01-17 08:27:00,23.1,2024-01-18 07:33:00.000000000,calcul snip tool miss window num upgrad
TKT-0630,critical issue - the new joiner - need shared drive \\SRV-DB01\Invoices acceess for ops project,Access/Login,High,2024-03-19 12:57:00,1.52,2024-03-19 14:28:12.000000000,critic issu new joiner need share drive srv db01 invoic acceess op project
TKT-1750,several users on my floor - remote users cannot reach the office file server since this morning,Network,Low,2024-02-17 06:25:00,25.73,2024-02-18 08:08:48.000000000,sever user floor remot user cannot reach offic file server sinc morn
TKT-1421,wireless access point in cafeteria not broadcasting ssid,Network,Low,2024-03-11 10:55:00,16.5,2024-03-12 03:25:00.000000000,wireless access point cafeteria broadcast ssid
TKT-1188,"everyone in the procurement department - cannot acceess company portal from home, works in office, tried restarting buut no luck",Access/Login,Low,2024-04-05 18:57:00,13.89,2024-04-06 08:50:24.000000000,everyon procur depart cannot acceess compani portal home work offic tri restart buut luck
TKT-1101,"latency spikes to WEBSVR-02 causing database timeouts, already raised this verbally",Network,High,2024-01-08 11:43:00,9.43,2024-01-08 21:08:48.000000000,latenc spike websvr num caus databas timeout alreadi rais verbal
TKT-1578,"production is down - everyone in the ops department - need read-only access to Confluence for upcoming audit by sales team, please help asap",Access/Login,Critical,2024-03-24 10:27:00,3.02,2024-03-24 13:28:12.000000000,product everyon op depart need read access confluenc upcom audit sale team pleas help asap
TKT-1149,"fingerprint login broken after windows update, have to type password",Access/Login,Medium,2024-02-20 12:33:00,12.03,2024-02-21 00:34:48.000000000,fingerprint login broken window updat type password
TKT-1140,"not urgent - vpn software and antivirus conflicting, one crashes the other",Software,Low,2024-03-07 23:14:00,54.08,2024-03-10 05:18:48.000000000,urgent vpn softwar antiviru conflict one crash
TKT-3545,my workstation - all browser bookmarks disappeared after chrome update,Software,Medium,2024-02-06 06:13:00,32.36,2024-02-07 14:34:36.000000000,workstat browser bookmark disappear chrome updat
TKT-2079,forgot windows password and machine is now locked,Access/Login,Critical,2024-02-03 22:21:00,0.84,2024-02-03 23:11:24.000000000,forgot window password machin lock
TKT-3169,need temporary local admin rights to install Tally,Access/Login,Medium,2024-01-14 19:09:00,5.54,2024-01-15 00:41:24.000000000,need temporari local admin right instal talli
TKT-0278,docking station not deecting second monitor since last week,Hardware,High,2024-02-21 13:02:00,7.69,2024-02-21 20:43:24.000000000,dock station deect second monitor sinc last week
TKT-1623,"webcam not detected in teams and zoom on my laptop, please escalate if needed",Hardware,Medium,2024-03-19 22:58:00,32.55,2024-03-21 07:31:00.000000000,webcam detect team zoom laptop pleas escal need
TKT-3312,"email recall feature not working, message already read",Email,Medium,2024-04-01 10:19:00,20.73,2024-04-02 07:02:48.000000000,email recal featur work messag alreadi read
TKT-1433,vendor Rohan needs temporary guest wifi and intranet ortal access for 2 days,Access/Login,Medium,2024-01-10 03:32:00,5.65,2024-01-10 09:11:00.000000000,vendor rohan need temporari guest wifi intranet ortal access num day
TKT-2398,"all users in wing west - vpn not connecting since this morning, error 0cx000021a keeps showing",Network,Medium,2024-01-23 23:34:00,11.15,2024-01-24 10:43:00.000000000,user wing west vpn connect sinc morn error 0cx000021a keep show
TKT-0999,wwindows update stuck at 10 percent for 10 hours now,Software,Medium,2024-04-06 08:43:00,37.93,2024-04-07 22:38:48.000000000,wwindow updat stuck num percent num hour
TKT-1366,intermittent packet loss to SRV-DB01 causing application to freeze,Network,Low,2024-02-23 13:51:00,20.93,2024-02-24 10:46:48.000000000,intermitt packet loss srv db01 caus applic freez
TKT-2087,locked out of my account after 10 failed attempts from this morning randomly,Access/Login,Medium,2024-02-08 08:20:00,7.7,2024-02-08 16:02:00.000000000,lock account num fail attempt morn randomli
TKT-2854,"laptop randomly shuts off during meetings, very disruptive, kindly resolve this",Hardware,Low,2024-02-05 14:15:00,39.68,2024-02-07 05:55:48.000000000,laptop randomli shut meet disrupt kindli resolv
TKT-2784,mobile phone not syncing emails and calendar with outlook,Email,Medium,2024-02-07 16:32:00,24.51,2024-02-08 17:02:36.000000000,mobil phone sync email calendar outlook
TKT-0481,"switch port in conference room A appears dead, no link light",Network,Medium,2024-02-13 08:24:00,13.12,2024-02-13 21:31:12.000000000,switch port confer room appear dead link light
TKT-3087,"low priority - network share \\DC01\Finance givving access denied to audit team, please help asap",Network,Low,2024-01-25 17:12:00,11.31,2024-01-26 04:30:36.000000000,low prioriti network share dc01 financ giv access deni audit team pleas help asap
TKT-3898,"not urgent - i and my manager - password reset email not arriving, already checked spam",Access/Login,Low,2024-02-12 15:39:00,24.56,2024-02-13 16:12:36.000000000,urgent manag password reset email arriv alreadi check spam
TKT-0759,right click context menu extremely slow to appear on desktop,Software,Medium,2024-01-11 14:37:00,46.5,2024-01-13 13:07:00.000000000,right click context menu extrem slow appear desktop
TKT-2275,"our entire team - service account password expired, Excel stopped working",Access/Login,Medium,2024-03-25 19:49:00,8.42,2024-03-26 04:14:12.000000000,entir team servic account password expir excel stop work
TKT-0749,barcode scannner at reception stopped working sudddenly today,Hardware,Low,2024-03-18 09:20:00,31.03,2024-03-19 16:21:48.000000000,barcod scannner recept stop work sudddenli today
TKT-1562,"my desktop machine - account auto-locking every morning, happens around 9 am daily",Access/Login,Low,2024-03-03 07:23:00,12.69,2024-03-03 20:04:24.000000000,desktop machin account auto lock everi morn happen around num daili
TKT-1075,"i - proxy settings blocking internal site on new laptop, any help appreciated",Network,Low,2024-03-25 01:22:00,12.49,2024-03-25 13:51:24.000000000,proxi set block intern site new laptop help appreci
TKT-1839,everyone affected - my laptop - wifi password was reset and now 3 users in wing ground floor cannot connect,Network,High,2024-03-17 08:44:00,10.84,2024-03-17 19:34:24.000000000,everyon affect laptop wifi password reset num user wing ground floor cannot connect
TKT-0543,windows update stuck at 3 percent for 3 hours now,Software,Medium,2024-03-23 10:12:00,39.75,2024-03-25 01:57:00.000000000,window updat stuck num percent num hour
TKT-1131,"please help immediately, barcode scanner at reception stopped working after the weekend",Hardware,Critical,2024-04-06 21:03:00,4.2,2024-04-07 01:15:00.000000000,pleas help immedi barcod scanner recept stop work weekend
TKT-3461,docking station not detecing second monitor since last week,Hardware,Medium,2024-02-17 10:13:00,25.0,2024-02-18 11:13:00.000000000,dock station detec second monitor sinc last week
TKT-1236,Slack throws error 401 on every launch since the update,Software,Medium,2024-01-16 09:00:00,26.22,2024-01-17 11:13:12.000000000,slack throw error num everi launch sinc updat
TKT-1127,"cannot work at all, my desktop achine - emails from Rahul going to junk even after whitelist",Email,High,2024-02-21 03:55:00,16.25,2024-02-21 20:10:00.000000000,cannot work desktop achin email rahul go junk even whitelist
TKT-0560,"i and my managre - temp tablespace on REPORTING_DB filling up during mont-end reports, need this fixed today",Database,Medium,2024-02-20 14:17:00,33.64,2024-02-21 23:55:24.000000000,managr temp tablespac report db fill mont end report need fix today
TKT-3122,everyone in the HR department - need shared drive \\DC01\Fniance access for procurement project,Access/Login,Medium,2024-02-06 09:24:00,8.62,2024-02-06 18:01:12.000000000,everyon hr depart need share drive dc01 fnianc access procur project
TKT-0446,forgot windows password and machine is now locked,Access/Login,Medium,2024-03-11 15:13:00,4.43,2024-03-11 19:38:48.000000000,forgot window password machin lock
TKT-0275,"several users on my floor - Firefox crashes immediately on startup, reinstalling didnt help",Software,Medium,2024-03-08 22:22:00,67.55,2024-03-11 17:55:00.000000000,sever user floor firefox crash immedi startup reinstal didnt help
TKT-0040,"production is down - my laptop - connection pool exhausted on FSRV-02, app returning errors",Database,High,2024-03-07 15:34:00,31.13,2024-03-08 22:41:48.000000000,product laptop connect pool exhaust fsrv num app return error
TKT-1949,production is down - forgot windows password and machine is now locked,Access/Login,High,2024-01-09 01:34:00,2.82,2024-01-09 04:23:12.000000000,product forgot window password machin lock
TKT-2066,"new employee starting monday, need Zho and email access ready",Access/Login,High,2024-03-31 19:16:00,3.73,2024-03-31 22:59:48.000000000,new employe start monday need zho email access readi
TKT-2966,the new joiner - connected to wifi but no internet access on my machine,Network,Medium,2024-02-25 23:11:00,6.33,2024-02-26 05:30:48.000000000,new joiner connect wifi internet access machin
TKT-0070,"my workstation - emails taking 80 hours to deliver even within the company, this is blocking my work",Email,Medium,2024-02-15 15:00:00,14.82,2024-02-16 05:49:12.000000000,workstat email take num hour deliv even within compani block work
TKT-2228,my desktop maachine - software installation failing with eror 401,Software,Low,2024-01-13 16:55:00,68.08,2024-01-16 12:59:48.000000000,desktop maachin softwar instal fail eror num
TKT-3533,escalating this - wifi password was reset and now 15 users in ing ground floor cannot connect,Network,High,2024-02-19 12:06:00,10.12,2024-02-19 22:13:12.000000000,escal wifi password reset num user ing ground floor cannot connect
TKT-3452,sso login to intranet portal failing with error ERR_CONNECTION_RESET,Access/Login,Critical,2024-02-26 21:11:00,2.65,2024-02-26 23:50:00.000000000,sso login intranet portal fail error err connect reset
TKT-1523,"front usb ports on desktop not working at all, kindly resolve this",Hardware,Medium,2024-03-26 15:39:00,21.85,2024-03-27 13:30:00.000000000,front usb port desktop work kindli resolv
TKT-2873,my laptop - connected to wifi but no internet access on my machine,Network,Critical,2024-01-09 07:42:00,1.95,2024-01-09 09:39:00.000000000,laptop connect wifi internet access machin
TKT-1204,"cannot work at all, account disabled by misatke, cannot login to anything, kindly resolve this",Access/Login,High,2024-03-11 15:45:00,3.84,2024-03-11 19:35:24.000000000,cannot work account disabl misatk cannot login anyth kindli resolv
TKT-0137,"antivirus quarantined Photoshop exe, need it whitelisted",Software,Low,2024-04-02 14:05:00,61.21,2024-04-05 03:17:36.000000000,antiviru quarantin photoshop exe need whitelist
TKT-1869,"my workstation - account disabled by mistake, cannot login to anything, already raised this verbally",Access/Login,Low,2024-02-24 09:53:00,10.35,2024-02-24 20:14:00.000000000,workstat account disabl mistak cannot login anyth alreadi rais verbal
TKT-2009,all users in wing D - outlook keeps crashing when i oepn attachments since the reboot,Software,Low,2024-01-21 15:46:00,86.88,2024-01-25 06:38:48.000000000,user wing outlook keep crash oepn attach sinc reboot
TKT-0808,"escalating this - application cannot connect to HR_DB from SRV-01 after last night's update, please escalate if needed",Database,High,2024-01-23 01:21:00,14.59,2024-01-23 15:56:24.000000000,escal applic cannot connect hr db srv num last night updat pleas escal need
TKT-1694,"oour entire team - need read-only access to Jira for upcoming audit by legal team, need this fixed today",Access/Login,Medium,2024-03-13 11:44:00,6.47,2024-03-13 18:12:12.000000000,oour entir team need read access jira upcom audit legal team need fix today
TKT-1349,all users in wing west - numpad not working after coffee spill on keyboard yesterday,Hardware,Low,2024-02-13 15:55:00,51.93,2024-02-15 19:50:48.000000000,user wing west numpad work coffe spill keyboard yesterday
TKT-2728,"not urgeent - cannot access company prtal frmo home, works in offiice",Access/Login,Low,2024-01-19 17:50:00,11.21,2024-01-20 05:02:36.000000000,urgeent cannot access compani prtal frmo home work offiic
TKT-0532,"several users on my floor - computer not turning on, no lights no fan no response",Hardware,Low,2024-03-11 11:24:00,24.71,2024-03-12 12:06:36.000000000,sever user floor comput turn light fan respons
TKT-0361,"wholle team blocked - service account password expired, Slcak stopped working, need this fixed today",Access/Login,High,2024-04-01 00:31:00,3.76,2024-04-01 04:16:36.000000000,wholl team block servic account password expir slcak stop work need fix today
TKT-3080,outlook desktop and web showing different inbox contents,Email,Medium,2024-01-31 00:18:00,24.33,2024-02-01 00:37:48.000000000,outlook desktop web show differ inbox content
TKT-2359,my laptop - Chrome license expired popup appearing every few minutes,Software,Low,2024-04-05 16:06:00,87.59,2024-04-09 07:41:24.000000000,laptop chrome licens expir popup appear everi minut
TKT-1174,"business impacted - new joiner RRohan needs laptop setup and Salesforce access today, thanks in advance",Access/Login,High,2024-03-15 09:17:00,2.68,2024-03-15 11:57:48.000000000,busi impact new joiner rrohan need laptop setup salesforc access today thank advanc
TKT-1873,"fingerprint loggin broken after windows update, have to type password",Access/Login,High,2024-04-05 10:12:00,3.13,2024-04-05 13:19:48.000000000,fingerprint loggin broken window updat type password
TKT-0550,"sql query timing out after 20 seconds on FSRV-02, this is blocking my work",Database,High,2024-02-15 10:00:00,31.28,2024-02-16 17:16:48.000000000,sql queri time num second fsrv num block work
TKT-3332,"achine boots into safe mode randomly, very slow to use",Software,Low,2024-01-31 19:27:00,53.26,2024-02-03 00:42:36.000000000,achin boot safe mode randomli slow use
TKT-3645,"no rush but vpn noot connecting since the reboot, error timeout keeps showing, tried restarting but no luck",Network,Low,2024-01-12 00:24:00,16.13,2024-01-12 16:31:48.000000000,rush vpn noot connect sinc reboot error timeout keep show tri restart luck
TKT-2686,"low priority - everyone in the legal department - windows update stuck at 50 percent for 50 hours now, kindly resolve this",Software,Low,2024-03-13 16:14:00,57.14,2024-03-16 01:22:24.000000000,low prioriti everyon legal depart window updat stuck num percent num hour kindli resolv
TKT-3095,several users on my floor - temp tablespace on ANALYTICS_DB filling up during month-end reports,Database,Low,2024-02-18 23:55:00,149.48,2024-02-25 05:23:48.000000000,sever user floor temp tablespac analyt db fill month end report
TKT-1085,"laptop charger cable farying, worried it will stop working",Hardware,Medium,2024-04-04 12:15:00,25.08,2024-04-05 13:19:48.000000000,laptop charger cabl fari worri stop work
